School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2011-2012,QUEENS,New York City Geographic District #27,CHANNEL VIEW SCHOOL FOR RESEARCH,342700011262,Junior Senior School,New York City,Public,636,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,3,0,1,1,12
2011-2012,QUEENS,New York City Geographic District #27,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,342700011260,Senior High,New York City,Public,448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,15,0,2,0,0,0,3,0,1,0,0,0,0,5,0,0,0,15
2011-2012,QUEENS,New York City Geographic District #27,GOLDIE MAPLE ACADEMY,342700010333,Elementary,New York City,Public,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
2011-2012,QUEENS,New York City Geographic District #27,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE",342700011650,Senior High,New York City,Public,923,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,8,0,3,0,0,0,1,0,2,0,0,0,0,1,0,1,1,5
2011-2012,QUEENS,New York City Geographic District #27,JHS 202 ROBERT H GODDARD ,342700010202,Middle School,New York City,Public,1112,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,5,0,10,0,0,1,2,0,2,0,0,0,0,0,8,2,1,9
2011-2012,QUEENS,New York City Geographic District #27,JHS 210 ELIZABETH BLACKWELL ,342700010210,Middle School,New York City,Public,2072,0,0,0,0,0,10,0,1,0,0,1,0,0,4,6,1,5,4,35,3,16,0,0,0,2,0,1,0,0,0,0,1,5,5,3,15
2011-2012,QUEENS,New York City Geographic District #27,JHS 226 VIRGIL I GRISSON ,342700010226,Middle School,New York City,Public,1329,0,0,0,0,0,4,0,2,0,1,1,0,0,1,3,0,1,2,9,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1
2011-2012,QUEENS,New York City Geographic District #27,JOHN ADAMS HIGH SCHOOL,342700011480,Senior High,New York City,Public,3325,0,0,0,0,0,0,0,0,0,6,0,0,0,4,14,0,1,1,89,0,21,0,0,0,9,0,4,0,1,0,0,21,5,12,8,95
2011-2012,QUEENS,New York City Geographic District #27,KAPPA VI,342700010282,Middle School,New York City,Public,264,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2011-2012,QUEENS,New York City Geographic District #27,MS 137 AMERICA'S SCHOOL OF HEROES,342700010137,Middle School,New York City,Public,2000,0,0,0,0,0,4,0,1,0,3,1,0,0,0,6,1,10,3,106,3,16,0,0,0,8,0,5,0,1,0,0,0,15,2,7,24
2011-2012,QUEENS,New York City Geographic District #27,MS 53 BRIAN PICCOLO ,342700010053,Middle School,New York City,Public,445,0,0,0,0,0,4,0,0,0,1,1,0,0,2,7,0,0,4,19,4,5,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2
2011-2012,QUEENS,New York City Geographic District #27,NEW YORK CITY ACADEMY FOR DISCOVERY,342700010306,Elementary,New York City,Public,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 100 GLEN MORRIS,342700010100,Elementary,New York City,Public,989,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 104 THE BAYS WATER,342700010104,Elementary,New York City,Public,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
2011-2012,QUEENS,New York City Geographic District #27,PS 105 THE BAY SCHOOL,342700010105,Elementary,New York City,Public,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,109,2,19,0,0,0,5,0,2,0,0,0,0,0,7,0,0,56
2011-2012,QUEENS,New York City Geographic District #27,PS 106,342700010106,Elementary,New York City,Public,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #27,PS 108 CAPT VINCENT G FOWLER,342700010108,Elementary,New York City,Public,1408,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,24,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2
2011-2012,QUEENS,New York City Geographic District #27,PS 124 OSMOND A CHURCH,342700010124,Elementary,New York City,Public,1227,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,1,0,12,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9
2011-2012,QUEENS,New York City Geographic District #27,PS 146 HOWARD BEACH,342700010146,Elementary,New York City,Public,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 155,342700010155,Elementary,New York City,Public,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 183 DR RICHARD R GREEN ,342700010183,Elementary,New York City,Public,635,0,0,0,0,0,2,0,0,0,1,0,0,0,0,15,0,3,3,44,4,4,0,0,0,1,0,1,0,0,0,0,0,2,2,0,7
2011-2012,QUEENS,New York City Geographic District #27,PS 197 THE OCEAN SCHOOL,342700010197,Elementary,New York City,Public,513,0,0,0,0,0,5,0,0,0,1,1,0,0,1,3,0,3,3,63,0,10,0,0,0,6,0,0,0,0,0,0,0,2,1,0,25
2011-2012,QUEENS,New York City Geographic District #27,PS 207 ROCKWOOD PARK,342700010207,Elementary,New York City,Public,801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 215 LUCRETIA MOTT,342700010215,Elementary,New York City,Public,680,0,0,0,0,0,3,0,0,0,1,0,0,0,1,11,0,1,4,31,2,5,0,0,0,0,0,1,0,0,0,0,0,5,0,0,13
2011-2012,QUEENS,New York City Geographic District #27,PS 223 LYNDON B JOHNSON,342700010223,Elementary,New York City,Public,725,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 232 LINDENWOOD,342700010232,Elementary,New York City,Public,1063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,3,1,1,4
2011-2012,QUEENS,New York City Geographic District #27,PS 253,342700010253,Elementary,New York City,Public,491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #27,PS 254 THE ROSA PARKS SCHOOL,342700010254,Elementary,New York City,Public,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 273,342700010273,Elementary,New York City,Public,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 43,342700010043,Elementary,New York City,Public,1247,0,0,0,0,0,4,0,0,0,0,1,0,0,2,5,0,0,3,23,2,5,0,0,0,2,0,1,0,0,0,0,0,3,0,0,2
2011-2012,QUEENS,New York City Geographic District #27,PS 45 CLARENCE WITHERSPOON,342700010045,Elementary,New York City,Public,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2011-2012,QUEENS,New York City Geographic District #27,PS 47 CHRIS GALAS,342700010047,Elementary,New York City,Public,257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #27,PS 51,342700010051,Elementary,New York City,Public,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 56 HARRY EICHLER,342700010056,Elementary,New York City,Public,439,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2011-2012,QUEENS,New York City Geographic District #27,PS 60 WOODHAVEN,342700010060,Elementary,New York City,Public,1243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 62 CHESTER PARK,342700010062,Elementary,New York City,Public,947,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 63 OLD SOUTH,342700010063,Elementary,New York City,Public,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 64 JOSEPH P ADDABBO,342700010064,Elementary,New York City,Public,661,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,10,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE),342700010065,Elementary,New York City,Public,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 66 JACQUELINE KENNEDY-ONASSIS,342700010066,Elementary,New York City,Public,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-2012,QUEENS,New York City Geographic District #27,PS 90 HORACE MANN,342700010090,Elementary,New York City,Public,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 96,342700010096,Elementary,New York City,Public,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS 97 FOREST PARK,342700010097,Elementary,New York City,Public,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #27,PS/MS 114 BELLE HARBOR,342700010114,Elementary,New York City,Public,779,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-2012,QUEENS,New York City Geographic District #27,PS/MS 42 R VERNAM,342700010042,Elementary,New York City,Public,593,0,0,0,0,0,7,0,0,0,1,0,0,0,1,9,1,1,2,30,1,6,0,0,0,5,0,1,0,0,0,0,0,3,0,0,12
2011-2012,QUEENS,New York City Geographic District #27,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY",342700011302,Senior High,New York City,Public,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,20,0,9,0,0,0,3,0,3,0,0,0,0,4,0,0,0,17
2011-2012,QUEENS,New York City Geographic District #27,RICHMOND HILL HIGH SCHOOL,342700011475,Senior High,New York City,Public,2547,0,0,0,0,0,5,0,0,0,0,2,0,0,0,6,2,5,0,58,3,26,0,0,0,13,0,6,0,0,0,0,6,12,15,6,117
2011-2012,QUEENS,New York City Geographic District #27,ROBERT H GODDARD HIGH SCHOOL FOR COMM ARTS 7 & TECHNOLOGY,342700011308,Senior High,New York City,Public,575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1,6
2011-2012,QUEENS,New York City Geographic District #27,ROCKAWAY COLLEGIATE HIGH SCHOOL,342700011351,Senior High,New York City,Public,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,QUEENS,New York City Geographic District #27,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,342700011324,Senior High,New York City,Public,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,6,0,0,0,2,0,0,0,0,0,0,1,2,0,0,26
2011-2012,QUEENS,New York City Geographic District #27,SCHOLARS' ACADEMY,342700010323,Junior Senior School,New York City,Public,1062,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2011-2012,QUEENS,New York City Geographic District #27,VILLAGE ACADEMY,342700010319,Middle School,New York City,Public,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11
2011-2012,QUEENS,New York City Geographic District #27,WATERSIDE CHILDREN'S STUDIO SCHOOL,342700010317,Elementary,New York City,Public,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #27,WATERSIDE SCHOOL FOR LEADERSHIP,342700010318,Middle School,New York City,Public,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,20,0,7,0,0,1,0,0,4,0,0,0,0,0,2,0,1,5
2011-2012,QUEENS,New York City Geographic District #28,ACADEMY FOR EXCELLENCE THROUGH THE ARTS (THE),342800010303,Elementary,New York City,Public,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,CATHERINE AND COUNT BASIE MIDDLE SCHOOL 72,342800010072,Middle School,New York City,Public,852,0,0,0,0,0,4,2,2,1,0,0,0,0,0,10,3,3,1,26,1,15,0,0,0,1,0,2,0,0,0,0,0,6,5,3,9
2011-2012,QUEENS,New York City Geographic District #28,FOREST HILLS HIGH SCHOOL,342800011440,Senior High,New York City,Public,3836,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,2,1,41,1,15,0,0,0,5,0,1,0,0,0,0,0,3,8,7,38
2011-2012,QUEENS,New York City Geographic District #28,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,342800011328,Senior High,New York City,Public,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0
2011-2012,QUEENS,New York City Geographic District #28,HILLCREST HIGH SCHOOL,342800011505,Senior High,New York City,Public,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,QUEENS,New York City Geographic District #28,HILLSIDE ARTS AND LETTERS ACADEMY,342800011325,Senior High,New York City,Public,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,342800011690,Senior High,New York City,Public,534,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,21,0,8,0,0,0,1,0,3,0,0,0,0,2,2,1,1,3
2011-2012,QUEENS,New York City Geographic District #28,JAMAICA GATEWAY TO THE SCIENCES,342800011350,Senior High,New York City,Public,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #28,JAMAICA HIGH SCHOOL,342800011470,Senior High,New York City,Public,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,15,0,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0,62
2011-2012,QUEENS,New York City Geographic District #28,JHS 157 STEPHEN A HALSEY ,342800010157,Junior High School,New York City,Public,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,7,0,0,0,3,0,3,0,0,0,0,0,2,0,2,10
2011-2012,QUEENS,New York City Geographic District #28,JHS 190 RUSSELL SAGE ,342800010190,Middle School,New York City,Public,993,0,0,0,0,0,7,0,0,0,1,1,0,0,1,3,0,0,1,53,2,26,0,0,0,4,0,4,0,0,0,0,0,3,0,0,29
2011-2012,QUEENS,New York City Geographic District #28,JHS 217 ROBERT A VAN WYCK,342800010217,Middle School,New York City,Public,1669,0,0,0,0,0,7,0,1,0,0,3,0,0,1,5,0,4,1,32,2,36,0,0,0,0,0,3,0,3,0,0,0,6,5,3,30
2011-2012,QUEENS,New York City Geographic District #28,JHS 8 RICHARD S GROSSLEY ,342800010008,Middle School,New York City,Public,749,0,0,0,0,0,4,0,1,0,0,0,0,0,1,10,0,1,2,22,0,10,0,0,0,3,0,3,0,2,0,0,0,5,0,0,15
2011-2012,QUEENS,New York City Geographic District #28,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,342800011167,Middle School,New York City,Public,342,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011-2012,QUEENS,New York City Geographic District #28,PS 101 SCHOOL IN THE GARDENS,342800010101,Elementary,New York City,Public,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-2012,QUEENS,New York City Geographic District #28,PS 117 J KELD/BRIARWOOD SCHOOL,342800010117,Elementary,New York City,Public,1204,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 121,342800010121,Elementary,New York City,Public,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 139 REGO PARK,342800010139,Elementary,New York City,Public,877,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 140 EDWARD K ELLINGTON,342800010140,Elementary,New York City,Public,639,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
2011-2012,QUEENS,New York City Geographic District #28,PS 144 COL JEROMUS REMSEN,342800010144,Elementary,New York City,Public,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 160 WALTER FRANCIS BISHOP,342800010160,Elementary,New York City,Public,741,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,12,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7
2011-2012,QUEENS,New York City Geographic District #28,PS 161 ARTHUR ASHE SCHOOL,342800010161,Elementary,New York City,Public,764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 174 WILLIAM SIDNEY MOUNT,342800010174,Elementary,New York City,Public,622,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2011-2012,QUEENS,New York City Geographic District #28,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,342800010175,Elementary,New York City,Public,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 182 SAMANTHA SMITH,342800010182,Elementary,New York City,Public,835,0,0,0,0,0,7,0,0,0,0,0,0,0,2,6,0,3,7,19,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
2011-2012,QUEENS,New York City Geographic District #28,PS 196 GRAND CENTRAL PARKWAY,342800010196,Elementary,New York City,Public,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 206 THE HORACE HARDING SCHOOL,342800010206,Elementary,New York City,Public,617,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 220 EDWARD MANDEL,342800010220,Elementary,New York City,Public,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 30,342800010030,Elementary,New York City,Public,290,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,2,8,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 354,342800010354,Elementary,New York City,Public,263,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 40 SAMUEL HUNTINGTON,342800010040,Elementary,New York City,Public,551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2011-2012,QUEENS,New York City Geographic District #28,PS 48 WILLIAM WORDSWORTH,342800010048,Elementary,New York City,Public,396,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2
2011-2012,QUEENS,New York City Geographic District #28,PS 50 TALFOURD LAWN ELEMENTARY SCHOOL,342800010050,Elementary,New York City,Public,783,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,8,21,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2011-2012,QUEENS,New York City Geographic District #28,PS 54 HILLSIDE,342800010054,Elementary,New York City,Public,552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 55 MAURE,342800010055,Elementary,New York City,Public,603,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 80 THURGOOD MARSHALL MAGNET ,342800010080,Elementary,New York City,Public,606,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 82 HAMMOND,342800010082,Elementary,New York City,Public,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,PS 86,342800010086,Elementary,New York City,Public,910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,21,2,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,12
2011-2012,QUEENS,New York City Geographic District #28,PS 99 KEW GARDENS,342800010099,Elementary,New York City,Public,813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2011-2012,QUEENS,New York City Geographic District #28,QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL,342800011310,Junior Senior School,New York City,Public,522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,20,0,0,0,3,0,0,0,0,0,0,4,1,2,0,19
2011-2012,QUEENS,New York City Geographic District #28,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,342800011680,Junior Senior School,New York City,Public,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
2011-2012,QUEENS,New York City Geographic District #28,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,342800011687,Senior High,New York City,Public,418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4
2011-2012,QUEENS,New York City Geographic District #28,QUEENS METROPOLITAN HIGH SCHOOL,342800011686,Senior High,New York City,Public,663,0,0,0,0,0,6,0,1,0,0,5,0,0,1,3,1,3,1,33,4,23,0,0,0,4,0,4,0,0,0,0,0,4,8,1,97
2011-2012,QUEENS,New York City Geographic District #28,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,342800011338,Senior High,New York City,Public,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8
2011-2012,QUEENS,New York City Geographic District #28,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,342800011620,Senior High,New York City,Public,2250,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,27,0,9,0,0,0,5,0,3,0,0,0,0,2,0,1,2,64
